,task_id,photo_id,photo_type,segment_num,segment_type,segment_value
820,95602063_1521_4423_8bb2_15129259509e,1005395,УФ,1,Свечение,Насыщенное
821,f1a92d1f_1a3f_483a_90a2_e2a34149f97c,1012073,УФ,0,Свечение,Отсутствует
822,f1a92d1f_1a3f_483a_90a2_e2a34149f97c,1012073,УФ,1,Свечение,Насыщенное
823,f1a92d1f_1a3f_483a_90a2_e2a34149f97c,1012073,УФ,2,Свечение,Насыщенное
824,f1a92d1f_1a3f_483a_90a2_e2a34149f97c,1012073,УФ,3,Свечение,Насыщенное
825,4d5bce30_5844_4287_b044_2b8fc3a2146b,1005943,УФ,0,Свечение,Отсутствует
826,3b24c751_fbb0_49f8_bac4_4f6860585e84,1004633,УФ,0,Свечение,Отсутствует
827,0f82befe_8942_41a6_9ac5_2829efa21170,1008103,УФ,0,Свечение,Отсутствует
828,f121aba5_54a1_4eaa_b175_2b2acfbf74f5,1003963,УФ,0,Свечение,Отсутствует
829,3e763135_f4ce_4b3f_a570_03f42e68ab8d,1010321,УФ,0,Свечение,Отсутствует
830,5743474b_e3c1_4693_8cb9_3e908f81095f,1001523,УФ,0,Свечение,Отсутствует
831,52e16148_9889_4b62_bed6_e589af4066b7,1016365,УФ,0,Свечение,Отсутствует
832,0c6d382c_6ff4_4cd4_b132_90cdf2e108d6,1004705,УФ,0,Свечение,Отсутствует
833,dd34183c_c565_4638_8096_b952727514bd,1016215,УФ,0,Свечение,Насыщенное
834,bdf721cb_d643_4fc8_a264_823fc8c95a99,1008313,УФ,0,Свечение,Насыщенное
835,73862434_8750_4dcb_89a3_b1a246f7ec0f,1010073,УФ,0,Свечение,Насыщенное
836,294e384d_1311_4c31_9a39_fc0d678cb1d2,1001497,УФ,0,Свечение,Отсутствует
837,4a045ca3_9b5b_41bf_88f4_a762401106db,1003115,УФ,0,Свечение,Отсутствует
838,4a045ca3_9b5b_41bf_88f4_a762401106db,1003115,УФ,1,Свечение,Насыщенное
839,4a045ca3_9b5b_41bf_88f4_a762401106db,1003115,УФ,2,Свечение,Отсутствует
840,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,0,Свечение,Отсутствует
841,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,1,Свечение,Насыщенное
842,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,2,Свечение,Отсутствует
843,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,3,Свечение,Насыщенное
844,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,4,Свечение,Карбонатное
845,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,5,Свечение,Насыщенное
846,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,6,Свечение,Карбонатное
847,3c51e1f5_dab5_4fdf_8789_fff19bbb3ead,1001461,УФ,7,Свечение,Насыщенное
848,059d19ca_0eeb_47e5_a19d_a34c1621a788,1003277,УФ,0,Свечение,Насыщенное
849,051798f4_dca2_423b_8e9f_46f53eb5e82d,1016107,УФ,0,Свечение,Отсутствует
850,93a47876_366d_4d0b_91ed_5568145db94b,1001575,УФ,0,Свечение,Отсутствует
851,93a47876_366d_4d0b_91ed_5568145db94b,1001575,УФ,1,Свечение,Насыщенное
852,93a47876_366d_4d0b_91ed_5568145db94b,1001575,УФ,2,Свечение,Насыщенное
853,93a47876_366d_4d0b_91ed_5568145db94b,1001575,УФ,3,Свечение,Насыщенное
854,c3eabb5d_9b2f_4e73_af30_ffd85fd0c907,1007865,УФ,0,Свечение,Насыщенное
855,c3eabb5d_9b2f_4e73_af30_ffd85fd0c907,1007865,УФ,1,Свечение,Насыщенное
856,c3eabb5d_9b2f_4e73_af30_ffd85fd0c907,1007865,УФ,2,Свечение,Отсутствует
857,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,0,Свечение,Насыщенное
858,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,1,Свечение,Карбонатное
859,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,2,Свечение,Насыщенное
860,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,3,Свечение,Карбонатное
861,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,4,Свечение,Насыщенное
862,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,5,Свечение,Карбонатное
863,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,6,Свечение,Насыщенное
864,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,7,Свечение,Карбонатное
865,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,8,Свечение,Карбонатное
866,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,9,Свечение,Насыщенное
867,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,10,Свечение,Карбонатное
868,e851d0fe_79f2_4848_a4bf_87dc344803b0,1013345,УФ,11,Свечение,Насыщенное
869,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,0,Свечение,Отсутствует
870,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,1,Свечение,Карбонатное
871,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,2,Свечение,Отсутствует
872,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,3,Свечение,Карбонатное
873,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,4,Свечение,Отсутствует
874,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,5,Свечение,Карбонатное
875,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,6,Свечение,Отсутствует
876,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,7,Свечение,Карбонатное
877,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,8,Свечение,Отсутствует
878,8291cbae_bdbb_4306_aa1e_0b4152de2ffc,1005385,УФ,9,Свечение,Карбонатное
879,18a4d053_174e_4d98_83cb_eac0d04fe0bf,1008541,УФ,0,Свечение,Насыщенное
880,18a4d053_174e_4d98_83cb_eac0d04fe0bf,1008541,УФ,1,Свечение,Отсутствует
881,18a4d053_174e_4d98_83cb_eac0d04fe0bf,1008541,УФ,2,Свечение,Насыщенное
882,4f7ba0bd_a1e8_4aea_b787_60d49e5c5fd6,1003279,УФ,0,Свечение,Насыщенное
883,144743ba_16e7_4b0f_81b4_64ae6abf6c8f,1013449,УФ,0,Свечение,Карбонатное
884,8150419a_beef_4a9b_8ca4_db75ef6e8e8c,1001511,УФ,0,Свечение,Отсутствует
885,851f2587_cc76_4cca_a074_dca41f66689c,1006715,УФ,0,Свечение,Отсутствует
886,82cb00f8_2cb7_4542_976b_3db023fc72b2,1006995,УФ,0,Свечение,Отсутствует
887,af5499e5_677a_42a3_ae21_7dc90430bfc7,1014071,УФ,0,Свечение,Насыщенное
888,af5499e5_677a_42a3_ae21_7dc90430bfc7,1014071,УФ,1,Свечение,Насыщенное
889,af5499e5_677a_42a3_ae21_7dc90430bfc7,1014071,УФ,2,Свечение,Насыщенное
890,af5499e5_677a_42a3_ae21_7dc90430bfc7,1014071,УФ,3,Свечение,Насыщенное
891,c20015da_1cc6_4be7_88a1_5514ea5bf9f4,1003269,УФ,0,Свечение,Отсутствует
892,c20015da_1cc6_4be7_88a1_5514ea5bf9f4,1003269,УФ,1,Свечение,Отсутствует
893,c20015da_1cc6_4be7_88a1_5514ea5bf9f4,1003269,УФ,2,Свечение,Насыщенное
894,c20015da_1cc6_4be7_88a1_5514ea5bf9f4,1003269,УФ,3,Свечение,Отсутствует
895,c20015da_1cc6_4be7_88a1_5514ea5bf9f4,1003269,УФ,4,Свечение,Отсутствует
896,18a236a2_5b6a_49fd_9543_fe0eb361d9ea,1005947,УФ,0,Свечение,Отсутствует
897,18a236a2_5b6a_49fd_9543_fe0eb361d9ea,1005947,УФ,1,Свечение,Насыщенное
898,7071d408_e382_4be7_8f2d_ace57c8164cf,1016211,УФ,0,Свечение,Отсутствует
899,7071d408_e382_4be7_8f2d_ace57c8164cf,1016211,УФ,1,Свечение,Карбонатное
900,a28b723c_30aa_4f8d_ba8c_70d0aeace435,1003315,УФ,0,Свечение,Насыщенное
901,3f0949ac_a14d_48f6_bea1_0781cc04a28d,1003313,УФ,0,Свечение,Насыщенное
902,363afec8_75be_4d2d_8c72_5f1e562185f3,1006713,УФ,0,Свечение,Отсутствует
903,48d9a8dd_7666_41af_aa6b_9c547fb3e24d,1014413,УФ,0,Свечение,Насыщенное
904,213efcd9_7ece_42e7_976a_708f9fa5faeb,1009971,УФ,0,Свечение,Отсутствует
905,213efcd9_7ece_42e7_976a_708f9fa5faeb,1009971,УФ,1,Свечение,Карбонатное
906,af080551_1738_4fb0_9391_7d135de734ea,1014091,УФ,0,Свечение,Насыщенное
907,8e7411ad_c806_49ff_9d20_4d498541962c,1006683,УФ,0,Свечение,Отсутствует
908,fb1c4b6d_79dc_4623_985b_68c9217d1c77,1006143,УФ,0,Свечение,Насыщенное
909,fb1c4b6d_79dc_4623_985b_68c9217d1c77,1006143,УФ,1,Свечение,Отсутствует
910,fb1c4b6d_79dc_4623_985b_68c9217d1c77,1006143,УФ,2,Свечение,Насыщенное
911,fb1c4b6d_79dc_4623_985b_68c9217d1c77,1006143,УФ,3,Свечение,Насыщенное
912,fb1c4b6d_79dc_4623_985b_68c9217d1c77,1006143,УФ,4,Свечение,Насыщенное
913,3a7d993e_7a89_4068_af92_8797a423c868,1016153,УФ,0,Свечение,Карбонатное
914,dcff1d10_01ab_4a29_b169_bad44c11659b,1005623,УФ,0,Свечение,Отсутствует
915,cd41bbdf_1c48_45b0_a493_3fc691da261d,1003081,УФ,0,Свечение,Насыщенное
916,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,0,Свечение,Насыщенное
917,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,1,Свечение,Отсутствует
918,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,2,Свечение,Насыщенное
919,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,3,Свечение,Отсутствует
920,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,4,Свечение,Насыщенное
921,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,5,Свечение,Насыщенное
922,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,6,Свечение,Отсутствует
923,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,7,Свечение,Насыщенное
924,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,8,Свечение,Отсутствует
925,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,9,Свечение,Насыщенное
926,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,10,Свечение,Насыщенное
927,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,11,Свечение,Насыщенное
928,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,12,Свечение,Отсутствует
929,185befa8_5288_41c3_b871_a01c2f9ec8bc,1008281,УФ,13,Свечение,Насыщенное
930,6a03a908_5e35_4098_8487_1739251d3e70,1010327,УФ,0,Свечение,Отсутствует
931,0d72dbca_4f3c_40aa_81fa_427be3deb16d,1001463,УФ,0,Свечение,Насыщенное
932,0d72dbca_4f3c_40aa_81fa_427be3deb16d,1001463,УФ,1,Свечение,Карбонатное
933,0d72dbca_4f3c_40aa_81fa_427be3deb16d,1001463,УФ,2,Свечение,Насыщенное
934,0d72dbca_4f3c_40aa_81fa_427be3deb16d,1001463,УФ,3,Свечение,Отсутствует
935,0d72dbca_4f3c_40aa_81fa_427be3deb16d,1001463,УФ,4,Свечение,Насыщенное
936,0d72dbca_4f3c_40aa_81fa_427be3deb16d,1001463,УФ,5,Свечение,Отсутствует
937,c2f83cc5_5854_415b_a53d_95c05dfefe6a,1012197,УФ,0,Свечение,Отсутствует
938,a179d8cf_a5cc_4745_945a_95d6557b107e,1006971,УФ,0,Свечение,Отсутствует
939,5c66590e_262d_422c_a38b_068e65e7f24e,1006145,УФ,0,Свечение,Насыщенное
940,5c66590e_262d_422c_a38b_068e65e7f24e,1006145,УФ,1,Свечение,Насыщенное
941,5c66590e_262d_422c_a38b_068e65e7f24e,1006145,УФ,2,Свечение,Насыщенное
942,5c66590e_262d_422c_a38b_068e65e7f24e,1006145,УФ,3,Свечение,Насыщенное
943,195f24cf_7f9c_4461_837b_587a3f6e9c8f,1010511,УФ,0,Свечение,Отсутствует
944,ff22c28f_7eab_4562_b749_49200c009ac4,1010071,УФ,0,Свечение,Насыщенное
945,714c954e_c2d9_4590_a9f3_d0f195fca28a,1004707,УФ,0,Свечение,Отсутствует
946,dbb39eda_fe8c_41a1_adfc_4e9fbc0b6366,1005487,УФ,0,Свечение,Отсутствует
947,f31c67df_552d_418d_b351_32132d88938a,1015223,УФ,0,Свечение,Карбонатное
948,bbc4e1c1_40d3_4976_b613_5a3080f12d21,1001503,УФ,0,Свечение,Отсутствует
949,33ed0dda_1aeb_4d33_9955_2de08794da6a,1005449,УФ,0,Свечение,Отсутствует
950,b9465e40_96f6_4505_bb16_6783a6751a17,1006681,УФ,0,Свечение,Отсутствует
951,b9465e40_96f6_4505_bb16_6783a6751a17,1006681,УФ,1,Свечение,Карбонатное
952,b9465e40_96f6_4505_bb16_6783a6751a17,1006681,УФ,2,Свечение,Отсутствует
953,b9465e40_96f6_4505_bb16_6783a6751a17,1006681,УФ,3,Свечение,Карбонатное
954,b9465e40_96f6_4505_bb16_6783a6751a17,1006681,УФ,4,Свечение,Отсутствует
955,b9465e40_96f6_4505_bb16_6783a6751a17,1006681,УФ,5,Свечение,Карбонатное
956,b9465e40_96f6_4505_bb16_6783a6751a17,1006681,УФ,6,Свечение,Отсутствует
957,dc043c8a_4ac7_407e_b6de_ecf6ad863bfc,1006733,УФ,0,Свечение,Отсутствует
958,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,0,Свечение,Насыщенное
959,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,1,Свечение,Отсутствует
960,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,2,Свечение,Насыщенное
961,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,3,Свечение,Насыщенное
962,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,4,Свечение,Насыщенное
963,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,5,Свечение,Отсутствует
964,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,6,Свечение,Насыщенное
965,bcbcf102_a4b1_4e26_9c6e_d11c6d382a7f,1005529,УФ,7,Свечение,Отсутствует
966,e081022d_6cc5_4be8_8d13_034f5fc91443,1005463,УФ,0,Свечение,Отсутствует
967,10bc6db2_f645_44d0_bd7f_8f3f6b66d4a8,1006989,УФ,0,Свечение,Отсутствует
968,ac6f7f98_04a8_46c2_8683_85437a02be8b,1001539,УФ,0,Свечение,Отсутствует
969,ac6f7f98_04a8_46c2_8683_85437a02be8b,1001539,УФ,1,Свечение,Карбонатное
970,ac6f7f98_04a8_46c2_8683_85437a02be8b,1001539,УФ,2,Свечение,Отсутствует
971,ac6f7f98_04a8_46c2_8683_85437a02be8b,1001539,УФ,3,Свечение,Насыщенное
972,00302af0_e568_4506_9ef6_49848dd7149b,1001545,УФ,0,Свечение,Насыщенное
973,00302af0_e568_4506_9ef6_49848dd7149b,1001545,УФ,1,Свечение,Насыщенное
974,00302af0_e568_4506_9ef6_49848dd7149b,1001545,УФ,2,Свечение,Насыщенное
975,00302af0_e568_4506_9ef6_49848dd7149b,1001545,УФ,3,Свечение,Насыщенное
976,00302af0_e568_4506_9ef6_49848dd7149b,1001545,УФ,4,Свечение,Насыщенное
977,00302af0_e568_4506_9ef6_49848dd7149b,1001545,УФ,5,Свечение,Насыщенное
978,19b22e45_86cf_470b_b6d0_498bff731843,1006973,УФ,0,Свечение,Отсутствует
979,f285ad78_9811_49a9_9665_ee8f079865aa,1014089,УФ,0,Свечение,Отсутствует
980,f285ad78_9811_49a9_9665_ee8f079865aa,1014089,УФ,1,Свечение,Насыщенное
981,6e037340_dcf4_408a_94a1_c5802acd16db,1008435,УФ,0,Свечение,Насыщенное
982,6e037340_dcf4_408a_94a1_c5802acd16db,1008435,УФ,1,Свечение,Насыщенное
983,6e037340_dcf4_408a_94a1_c5802acd16db,1008435,УФ,2,Свечение,Насыщенное
984,6e037340_dcf4_408a_94a1_c5802acd16db,1008435,УФ,3,Свечение,Насыщенное
985,0c77eb80_1344_4c2c_8228_aa332d05885d,1002271,УФ,0,Свечение,Насыщенное
986,d935720d_cefb_4394_8b73_5ad6ce5b2427,1000139,УФ,0,Свечение,Отсутствует
987,d935720d_cefb_4394_8b73_5ad6ce5b2427,1000139,УФ,1,Свечение,Карбонатное
988,d935720d_cefb_4394_8b73_5ad6ce5b2427,1000139,УФ,2,Свечение,Отсутствует
989,67afd2a4_e617_4dc1_bcaa_4d6e7b2c2584,1006005,УФ,0,Свечение,Насыщенное
990,395874ec_23d5_4302_b21b_61c2326810ab,1012389,УФ,0,Свечение,Насыщенное
991,395874ec_23d5_4302_b21b_61c2326810ab,1012389,УФ,1,Свечение,Насыщенное
992,395874ec_23d5_4302_b21b_61c2326810ab,1012389,УФ,2,Свечение,Отсутствует
993,395874ec_23d5_4302_b21b_61c2326810ab,1012389,УФ,3,Свечение,Насыщенное
994,395874ec_23d5_4302_b21b_61c2326810ab,1012389,УФ,4,Свечение,Насыщенное
995,149c9e36_2706_4a99_bc25_f6bb616d50a1,1011701,УФ,0,Свечение,Отсутствует
996,1df755ea_981c_4bd3_8f51_43ab25e4d323,1011671,УФ,0,Свечение,Отсутствует
997,3b3bdddf_827d_4060_8b1d_4ca08248c13c,1005435,УФ,0,Свечение,Отсутствует
998,f8d3d065_6727_4253_8eae_ca10df802d14,1008523,УФ,0,Свечение,Насыщенное
999,f8d3d065_6727_4253_8eae_ca10df802d14,1008523,УФ,1,Свечение,Отсутствует
1000,f8d3d065_6727_4253_8eae_ca10df802d14,1008523,УФ,2,Свечение,Насыщенное
1001,f8d3d065_6727_4253_8eae_ca10df802d14,1008523,УФ,3,Свечение,Отсутствует
1002,f8d3d065_6727_4253_8eae_ca10df802d14,1008523,УФ,4,Свечение,Насыщенное
1003,d4aa5bfb_39e5_4a7e_8c08_9842807120b9,1016369,УФ,0,Свечение,Отсутствует
1004,86a9380e_a805_4436_8e63_65cbeb83dff2,1005441,УФ,0,Свечение,Отсутствует
1005,86a9380e_a805_4436_8e63_65cbeb83dff2,1005441,УФ,1,Свечение,Карбонатное
1006,86a9380e_a805_4436_8e63_65cbeb83dff2,1005441,УФ,2,Свечение,Отсутствует
1007,2e18f3be_5215_432d_867d_3168adc00af8,1008381,УФ,0,Свечение,Отсутствует
1008,3b1ad095_981c_46b4_93d2_447fce694b9c,1005781,УФ,0,Свечение,Отсутствует
1009,3b1ad095_981c_46b4_93d2_447fce694b9c,1005781,УФ,1,Свечение,Карбонатное
1010,3b1ad095_981c_46b4_93d2_447fce694b9c,1005781,УФ,2,Свечение,Отсутствует
1011,92a74a6e_0c01_4299_be40_77b7f7dcdfa7,1017277,УФ,0,Свечение,Отсутствует
1012,d5d2b413_cfb4_4cec_9bfb_8502f86a0bf9,1002285,УФ,0,Свечение,Насыщенное
1013,d5d2b413_cfb4_4cec_9bfb_8502f86a0bf9,1002285,УФ,1,Свечение,Отсутствует
1014,d5d2b413_cfb4_4cec_9bfb_8502f86a0bf9,1002285,УФ,2,Свечение,Насыщенное
1015,b7adfc52_335e_4ea4_b7ec_56b79ec63936,1006675,УФ,0,Свечение,Отсутствует
1016,7f5adf9e_f372_457e_9f1d_a205af20bf3e,1003421,УФ,0,Свечение,Насыщенное
1017,86d18ad9_5018_47f3_9154_3cbf3b918380,1017161,УФ,0,Свечение,Карбонатное
1018,a3a21573_b7fa_4a5f_9603_402fde208eb5,1017163,УФ,0,Свечение,Карбонатное
1019,602b0c41_f5e2_4ad5_9f20_3f7821d20383,1003125,УФ,0,Свечение,Насыщенное
1020,c0b3daf7_1866_4458_bf4e_f03e18354f7d,1005951,УФ,0,Свечение,Отсутствует
1021,d171c558_e867_4e75_9429_4d8541562219,1001507,УФ,0,Свечение,Отсутствует
1022,f13d215b_bc36_474f_a01f_c9d18a7db5d7,1014503,УФ,0,Свечение,Насыщенное
1023,7f822b27_7b3e_4ca8_8794_c230842846fc,1006721,УФ,0,Свечение,Отсутствует
1024,02cbcc19_b966_4588_abbf_2d1c9adaf8c7,1005387,УФ,0,Свечение,Отсутствует
1025,c822ab36_f4c3_4f25_bbe8_c34de30f131d,1001551,УФ,0,Свечение,Отсутствует
1026,c822ab36_f4c3_4f25_bbe8_c34de30f131d,1001551,УФ,1,Свечение,Насыщенное
1027,c822ab36_f4c3_4f25_bbe8_c34de30f131d,1001551,УФ,2,Свечение,Насыщенное
1028,c822ab36_f4c3_4f25_bbe8_c34de30f131d,1001551,УФ,3,Свечение,Насыщенное
1029,c822ab36_f4c3_4f25_bbe8_c34de30f131d,1001551,УФ,4,Свечение,Насыщенное
1030,c822ab36_f4c3_4f25_bbe8_c34de30f131d,1001551,УФ,5,Свечение,Насыщенное
1031,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,0,Свечение,Отсутствует
1032,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,1,Свечение,Карбонатное
1033,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,2,Свечение,Карбонатное
1034,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,3,Свечение,Отсутствует
1035,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,4,Свечение,Карбонатное
1036,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,5,Свечение,Отсутствует
1037,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,6,Свечение,Карбонатное
1038,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,7,Свечение,Отсутствует
1039,ed5a5f9b_786d_4061_927e_99658ed2ff63,1009699,УФ,8,Свечение,Карбонатное
1040,2eb9393e_a571_45ed_8f00_e60bf7061267,1005415,УФ,0,Свечение,Насыщенное
1041,2eb9393e_a571_45ed_8f00_e60bf7061267,1005415,УФ,1,Свечение,Карбонатное
1042,2eb9393e_a571_45ed_8f00_e60bf7061267,1005415,УФ,2,Свечение,Насыщенное
1043,2eb9393e_a571_45ed_8f00_e60bf7061267,1005415,УФ,3,Свечение,Карбонатное
1044,2eb9393e_a571_45ed_8f00_e60bf7061267,1005415,УФ,4,Свечение,Насыщенное
1045,94817d61_063b_4416_b85e_2dcb06b201f8,1010179,УФ,0,Свечение,Отсутствует
1046,183ec016_d4d4_4f47_80c8_a8f4d6839491,1003073,УФ,0,Свечение,Насыщенное
1047,1fa0e123_3605_4dbd_9d35_49f2c1b328a5,1001529,УФ,0,Свечение,Отсутствует
1048,966f0ba1_0cdb_4efa_9c68_b51e5fb7a226,1001491,УФ,0,Свечение,Отсутствует
1049,46ce4bcd_021a_460e_adf4_fcfd37bb6801,1010325,УФ,0,Свечение,Отсутствует
1050,940c485d_d477_4ece_85aa_522a4d68057d,1009513,УФ,0,Свечение,Отсутствует
1051,8a262ebe_92aa_47ea_a719_8f21f06fdabb,1005627,УФ,0,Свечение,Отсутствует
1052,3060ea98_f079_4ea3_ba13_b5220d749f41,1010295,УФ,0,Свечение,Отсутствует
1053,c31b879c_0151_4c5a_b6b8_1491eadbb507,1016201,УФ,0,Свечение,Отсутствует
1054,c31b879c_0151_4c5a_b6b8_1491eadbb507,1016201,УФ,1,Свечение,Насыщенное
1055,c31b879c_0151_4c5a_b6b8_1491eadbb507,1016201,УФ,2,Свечение,Отсутствует
1056,c31b879c_0151_4c5a_b6b8_1491eadbb507,1016201,УФ,3,Свечение,Насыщенное
1057,c31b879c_0151_4c5a_b6b8_1491eadbb507,1016201,УФ,4,Свечение,Отсутствует
1058,c31b879c_0151_4c5a_b6b8_1491eadbb507,1016201,УФ,5,Свечение,Насыщенное
1059,c31b879c_0151_4c5a_b6b8_1491eadbb507,1016201,УФ,6,Свечение,Отсутствует
1060,d99172bd_3581_4132_b586_92d4e71964d6,1003347,УФ,0,Свечение,Отсутствует
1061,d99172bd_3581_4132_b586_92d4e71964d6,1003347,УФ,1,Свечение,Насыщенное
1062,d99172bd_3581_4132_b586_92d4e71964d6,1003347,УФ,2,Свечение,Отсутствует
1063,d99172bd_3581_4132_b586_92d4e71964d6,1003347,УФ,3,Свечение,Отсутствует
1064,ad3a4f05_100c_4328_882d_83d1b0478110,1008019,УФ,0,Свечение,Насыщенное
1065,ad3a4f05_100c_4328_882d_83d1b0478110,1008019,УФ,1,Свечение,Насыщенное
1066,ad3a4f05_100c_4328_882d_83d1b0478110,1008019,УФ,2,Свечение,Насыщенное
1067,ad3a4f05_100c_4328_882d_83d1b0478110,1008019,УФ,3,Свечение,Насыщенное
1068,ad3a4f05_100c_4328_882d_83d1b0478110,1008019,УФ,4,Свечение,Отсутствует
1069,55999e44_5bce_4a67_ad0d_0bac3d50bb70,1005773,УФ,0,Свечение,Отсутствует
1070,55999e44_5bce_4a67_ad0d_0bac3d50bb70,1005773,УФ,1,Свечение,Карбонатное
1071,55999e44_5bce_4a67_ad0d_0bac3d50bb70,1005773,УФ,2,Свечение,Отсутствует
1072,9fce8713_b7a6_4e2c_a1f9_dfca1543445a,1010115,УФ,0,Свечение,Насыщенное
1073,8b767c36_7047_4d29_b242_1fdd65fde665,1003377,УФ,0,Свечение,Насыщенное
1074,cab5900b_7eca_49ce_9e89_e7f56e8d9c6b,1010429,УФ,0,Свечение,Отсутствует
1075,3058a65c_75e8_4dbc_a978_3e5a2a70f23a,1013477,УФ,0,Свечение,Отсутствует
1076,a403aaf8_d992_4a19_95e3_bed040816866,1004643,УФ,0,Свечение,Отсутствует
1077,a403aaf8_d992_4a19_95e3_bed040816866,1004643,УФ,1,Свечение,Карбонатное
1078,a403aaf8_d992_4a19_95e3_bed040816866,1004643,УФ,2,Свечение,Карбонатное
1079,fe596a0a_c25a_49e1_8d49_713b6d34ebbf,1002563,УФ,0,Свечение,Насыщенное
1080,fe596a0a_c25a_49e1_8d49_713b6d34ebbf,1002563,УФ,1,Свечение,Насыщенное
1081,fe596a0a_c25a_49e1_8d49_713b6d34ebbf,1002563,УФ,2,Свечение,Насыщенное
1082,fe596a0a_c25a_49e1_8d49_713b6d34ebbf,1002563,УФ,3,Свечение,Насыщенное
1083,4a22f4db_4106_483e_a500_a2902b702f68,1005495,УФ,0,Свечение,Карбонатное
1084,4a22f4db_4106_483e_a500_a2902b702f68,1005495,УФ,1,Свечение,Отсутствует
1085,095f90b0_7925_45dc_8853_04ddd1c7c107,1006021,УФ,0,Свечение,Отсутствует
1086,095f90b0_7925_45dc_8853_04ddd1c7c107,1006021,УФ,1,Свечение,Насыщенное
1087,095f90b0_7925_45dc_8853_04ddd1c7c107,1006021,УФ,2,Свечение,Насыщенное
1088,095f90b0_7925_45dc_8853_04ddd1c7c107,1006021,УФ,3,Свечение,Насыщенное
1089,095f90b0_7925_45dc_8853_04ddd1c7c107,1006021,УФ,4,Свечение,Насыщенное
1090,709f326e_220b_4d6a_8508_4b93e4799324,1005853,УФ,0,Свечение,Насыщенное
1091,709f326e_220b_4d6a_8508_4b93e4799324,1005853,УФ,1,Свечение,Отсутствует
